proj_num,proj_num_heal,proj_tittle,data_src
1UH2AR076741-01,1UH2AR076741-01,Imaging Epigenetic Dysregulation in Patients with Low Back Pain,RePORTER_API_code
1UH3NS113661-01,1UH3NS113661-01,Deep Brain Stimulation of the Subgenual Cingulate Cortex for the Treatment of Medically Refractory Chronic Low Back Pain,RePORTER_API_code
1UH3NS115118-01,1UH3NS115118-01,Transcranial focused ultrasound for head and neck cancer pain.  A pilot study,RePORTER_API_code
1UH3NS115631-01,1UH3NS115631-01,Multisite adaptive brain stimulation for multidimensional treatment of refractory chronic pain,RePORTER_API_code
1UH3NS115647-01A1,1UH3NS115647-01A1,"A Double-Blind, Randomized, Controlled Trial of Epidural Conus Medullaris Stimulation to Alleviate Pain and Augment Rehabilitation in Patients with Subacute Thoracic Spinal Cord Injury (SCI)",RePORTER_API_code
1UM1DA049394-01,1UM1DA049394-01,HEALing Communities Study Data Coordinating Center,RePORTER_API_code
1UM1DA049406-01,1UM1DA049406-01,HEALing Communities Study - Kentucky,RePORTER_API_code
1UM1DA049412-01,1UM1DA049412-01,HEALing Communities Study - Massachusetts,RePORTER_API_code
1UM1DA049415-01,1UM1DA049415-01,HEALing Communities Study - New York,RePORTER_API_code
1UM1DA049417-01,1UM1DA049417-01,HEALing Communities Study - Ohio,RePORTER_API_code
2R44DA041912-03,2R44DA041912-03,"COMPLETION OF IND-PACKAGE FOR A NOVEL, NON-NARCOTIC PAINKILLER",RePORTER_API_code
2R44DA043288-02,2R44DA043288-02,MINDFULNESS MOBILE APP TO REDUCE ADOLESCENT SUBSTANCE USE,RePORTER_API_code
2R44DA043325-02,2R44DA043325-02,SENSITIVE AND PORTABLE PHYSICIAN OFFICE-BASED URINE ANALYZER TO TACKLE PRESCRIPTION DRUG ABUSE,RePORTER_API_code
2R44DA044062-02,2R44DA044062-02,LEVERAGING PREDICTIVE ANALYTICS WITHIN SOCIAL NETWORKS TO MAXIMIZE DRUG ANDALCOHOL TREATMENT EFFICACY AND RELAPSE PREVENTION,RePORTER_API_code
2R44DA045410-02,2R44DA045410-02,Peripherally-Restricted Long-Acting Somatostatin Receptor 4 (LA-SSTR4) Agonists for Pain,RePORTER_API_code
2R44DA049300-02,2R44DA049300-02,Prapela??? SVS: A cost-effective stochastic vibrotactile stimulation device to improve the clinical course of infants with neonatal abstinence syndrome,RePORTER_API_code
2R44DA049640-02,2R44DA049640-02,Virtual Reality as a Opioid Sparing Intervention for Acute Postoperative Pain Management,RePORTER_API_code
2R44DA050349-02,2R44DA050349-02,Development of a Novel Chemokine Receptor Antagonist as a Treatment for Opioid Use Disorder,RePORTER_API_code
2R44DA050360-02,2R44DA050360-02S2,Delivering Transcutaneous Auricular Neurostimulation as an Adjunct Treatment for Neonatal Opioid Withdrawal Syndrome,RePORTER_manual
2R44DA050397-02,2R44DA050397-02S2,Development of cannabinoid-opioid combination with opioid sparing and synergistic analgesic effects to prevent opioid use disorder and overdose,RePORTER_manual
2R44NS086343-04,2R44NS086343-04,IND-ENABLING STUDIES ON NOVEL CAV3 T-CHANNEL MODULATORS FOR TREATMENT OF NEUROPATHIC PAIN,RePORTER_API_code
2R44NS115460-02,2R44NS115460-02,Drug Free Nerve Block Device for the Relief of Pain and Symptoms in Migraines and other Headaches,RePORTER_API_code
3K23DA045085-01S1,3K23DA045085-01S1,COLLABORATIVE CARE OFFICE-BASED OPIOID TREATMENT FOR ADOLESCENTS AND YOUNG ADULTS,RePORTER_API_code
3P50DA046351-02S1,3P50DA046351-02S1,Center to Advance Research Excellence (OPTIC),RePORTER_API_manual
3P50DA048756-01S1,3P50DA048756-01S1,Prevention Research Center:  Parenting among women who are opioid users,RePORTER_API_code
3P50MH113662-01A1S1,3P50MH113662-01A1S1,Accelerator Strategies for States to Improve System Transformations Affecting Children Youth and Families,RePORTER_API_code
3PL1HD101059-01S1,3PL1HD101059-01S1,Supplement to increase the sample size of the Outcomes of Babies with Opioid Exposure (OBOE) study cohort.,RePORTER_API_code
3PL1HD101059-01S2,3-PL1-HD101059-01S2,"Administrative Supplement to Increase Participant Diversity, Inclusion and Engagement in the ACT NOW OBOE Study",RePORTER_API_code
3PL1HD101059-01S3,3PL1HD101059-01S3,Administrative Supplement for ACT NOW OBOE Longitudinal Study,RePORTER_API_code
3R01AA025848-03S1,3R01AA025848-03S1,"AOD Use Trajectories from Age 10 to 24: Multi-level Predictors, Health and Behavioral Functioning, and Racial/ethnic Disparitie",RePORTER_API_code
3R01AR064251-07S1,3R01AR064251-07S1,Osteoarthritis Progression And Sensory Pathway Alterations,RePORTER_API_code
3R01AR069557-03S1,3R01AR069557-03S1,USE AND SAFETY OF OPIOIDS IN PATIENTS UNDERGOING TOTAL JOINT REPLACEMENT,RePORTER_API_code
3R01AT008559-02S1,3R01AT008559-02S1,MECHANISMS OF PSYCHOSOCIAL TREATMENTS FOR CHRONIC LOW BACK PAIN,RePORTER_API_code
3R01AT010757-02S1,3R01AT010757-02S1,The study of Gpr149 in nociception and the peripheral action of minor cannabinoids,RePORTER_API_code
3R01AT010773-02S1,3R01AT010773-02S1,Minor Cannabinoids and Terpenes: Preclinical Evaluation as Analgesics,RePORTER_API_code
3R01DA001411-45S2,3R01DA001411-45S2,Monitoring the Future: Drug Use and Lifestyles of American Youth,RePORTER_API_code
3R01DA037621-05S1,3R01DA037621-05S1,Long-term activation of spinal opioid analgesia after imflammation - Supplement,RePORTER_API_code
3R01DA041434-03S1,3R01DA041434-03S1,IMPROVING ACCESS TO SUBSTANCE ABUSE EVIDENCE-BASED PRACTICES FOR YOUTH IN THE JUSTICE SYSTEM: STRATEGIES USED BY JPOS,RePORTER_API_code
3R01DA042059-04S2,3R01DA042059-04S2,THE SAFETY AND IMPACT OF EXPANDED ACCESS TO NALOXONE IN HEALTH SYSTEMS,RePORTER_API_code
3R01DA042859-02S1,3R01DA042859-02S1,OPIOIDS: PREVENTION OF IATROGENIC OPIOID DEPENDENCE AFTER SURGERY,RePORTER_API_code
3R01DA043122-03S1,3R01DA043122-03S1,HEALTH AND JUSTICE: A CONTINUUM OF CARE FOR HIV AND SU FOR JUSTICE-INVOLVED YOUTH,RePORTER_API_code
3R01DA043476-01A1S1,3R01DA043476-01A1S1,BUPRENORPHINE FOR PROBATIONERS AND PAROLEES: BRIDGING THE GAP INTO TREATMENT,RePORTER_API_manual
3R01DA043476-02S1,3R01DA043476-02S1,BUPRENORPHINE FOR PROBATIONERS AND PAROLEES: BRIDGING THE GAP INTO TREATMENT,RePORTER_API_manual
3R01DA044015-02S1,3R01DA044015-02S1,SUPPLEMENTAL APPLICATION FOR CLINICAL AND GENETIC RISK PROFILE OF OPIOID USE DISORDER,RePORTER_API_code
3R01DA044184-02S1,3R01DA044184-02S1,DEVELOPMENT &amp; MALLEABILITY FROM CHILDHOOD TO ADULTHOOD,RePORTER_API_code
3R01DA044522-16S1,3R01DA044522-16S1,PROXIMAL AND DISTAL PATHWAYS TO YOUNG ADULT OPIOID MISUSE,RePORTER_API_code
3R01DA044745-01A1S1,3R01DA044745-01A1S1,FACILITATING SUSTAINMENT THROUGH IMPLEMENTATION FEEDBACK: THE SIC COACHING MODEL,RePORTER_API_code
3R01DA044778-02S1,3R01DA044778-02S1,EXTENSION OF RISK FOR PRESCRIPTION OPIOID MISUSE IN ADOLESCENTS WITH THE FULL AGE SPECTRUM OF ADOLESCENCE THROUGH EMERGING ADULTHOOD,RePORTER_API_code
3R01DA045396-02S1,3R01DA045396-02S1,Brief Individual and Parent Interventions for Marijuana Misuse in Truant Adolescents,RePORTER_API_code
3R01DA045745-02S1,3R01DA045745-02S1,Intervention to Increase Naloxone Engagement and Distribution in Community Pharmacies: A Four-State Randomized Trial,RePORTER_API_code
3R01DA045872-01A1S1,3R01DA045872-01A1S1,"Examining the synergistic effects of cannabis and prescription opioid policies on chronic pain, opioid prescribing and opioid poisoning",RePORTER_API_code
3R01DA046527-02S1,3R01DA046527-02S1,RESEARCHING EFFECTIVE STRATEGIES TO PREVENT OPIOID DEATH (RESPOND),RePORTER_API_code
3R01DA051067-01S1,3R01DA051067-01S1,"Treatment of Co-Occurring Opioid Use Disorder with Alcohol, Other Drug, and/or Mental Disorders: The Role of Innovative Models and Integrated Care",RePORTER_API_manual
3R01DE029187-01S2,3R01DE029187-01S2,LIGHT and Lymphotoxin targeting for the treatment of chronic orofacial pain conditions,RePORTER_API_code
3R01DE029951-01S1,3 R01 DE029951-01S1,Targeting Endosomal Receptors for Treatment of Chronic Pain,RePORTER_API_code
3R01DK103901-04S1,3R01DK103901-04S1,TARGETING THE TRANSIENT RECEPTOR POTENTIAL CHANNELS TO IMPROVE BOWEL DYSFUNCTION,RePORTER_API_manual
3R01LM010685-09S1,3R01LM010685-09S1,BEYOND PHEWAS: RECOGNITION OF PHENOTYPE PATTERNS FOR DISCOVERY AND TRANSLATION - ADMINISTRATIVE SUPPLEMENT,RePORTER_API_code
3R01MD008931-05S1,3R01MD008931-05S1,VIRTUAL PERSPECTIVE-TAKING TO REDUCE RACE AND SES DISPARITIES IN PAIN CARE,RePORTER_API_code
3R01MD009063-05S1,3R01MD009063-05S1,ETHNIC DIFFERENCES IN ENDOGENOUS PAIN REGULATION: PET IMAGING OF OPIOID RECEPTORS,RePORTER_API_code
3R01MD010372-03S1,3R01MD010372-03S1,PROSPECTIVE STUDY OF RACIAL AND ETHNIC DISPARITIES IN CHRONIC PAIN AND PAIN BURDEN,RePORTER_API_code
3R01MH107540-04S1,3R01MH107540-04S1,FROM IRRITABILITY TO IMPAIRMENT: HOW NEURODEVELOPMENT OF EXECUTIVE FUNCTION AND PARENT-CHILD NEURAL SYNCHRONY INFLUENCE THE TRANSITION FROM NORMAL TO ABNORMAL FUNCTIONING,RePORTER_API_code
3R01MH112138-03S3,3R01MH112138-03S3,A SYSTEM OF SAFETY (SOS): PREVENTING SUICIDE THROUGH HEALTHCARE SYSTEM TRANSFORMATION,RePORTER_API_code
3R01MH112138-05S1,3R01MH112138-05S1,Evaluating opioids and suicide prevention in  health care settings through the System of Safety,RePORTER_API_code
3R01MH112148-03S1,3R01MH112148-03S1,Improving the Identification and Management of Suicide Risk among Patients Using Prescription Opioids,RePORTER_API_code
3R01MH115840-02S1,3R01MH115840-02S1,Social Networks among Native American caregivers participating in an evidence-based and culturally informed intergenerational intervention,RePORTER_API_code
3R01MH120124-02S2,3R01MH120124-02S2,Behavioral health Insurance coverage and outcome Risks of Co-occurring conditions among delivering women with opioid use and pain for HEAL: The BIRCH study,RePORTER_API_code
3R01NR015642-04S1,3R01NR015642-04S1,SEVERE PAIN DURING WOUND CARE PROCEDURES: MODEL AND MECHANISMS,RePORTER_API_code
3R01NR016681-02S1,3R01NR016681-02S1,MECHANISMS OF MUSIC THERAPY TO PALLIATE PAIN IN PATIENTS WITH ADVANCED CANCER,RePORTER_API_code
3R01NS045594-14S1,3R01NS045594-13,Study of Activity Dependent Sympathetic Sprouting,RePORTER_API_manual
3R01NS093990-04S1,3R01NS093990-04S1,S1P RECEPTOR MECHANISMS IN NEUROPATHIC PAIN,RePORTER_API_code
3R01NS094461-04S2,3R01NS094461-04S2,TARGETING SPECIFIC INTERACTIONS BETWEEN A-KINASE ANCHORING PROTEINS (AKAPS) AND ION CHANNELS WITH CELL-PERMEANT PEPTIDES AS A NOVEL MODE OF THERAPEUTIC INTERVENTION AGAINST PAIN DISORDERS,RePORTER_API_code
3R01NS097880-02S1,3R01NS097880-02S1,VALIDATION OF TARGETING MACROPHAGE-MEDIATED EVENTS IN THE DRG TO ALLEVIATE CHRONIC SPINAL CORD INJURY PAIN,RePORTER_API_code
3R01NS098826-02S1,3R01NS098826-02S1,PROTEASE ACTIVATED RECEPTOR TYPE 2 TARGETING FOR MIGRAINE PAIN,RePORTER_API_code
3R01NS102432-02S1,3R01NS102432-02S1,AIBP AND REGULATION OF NEUROPATHIC PAIN,RePORTER_API_manual
3R01NS103350-02S1,3R01NS103350-02S1,REGULATION OF TRIGEMINAL NOCICEPTION BY TRESK CHANNELS,RePORTER_API_code
3R01NS111929-01A1S1,3R01NS111929-01A1S1,"Anatomic, Physiologic and Transcriptomic Mechanisms of Neuropathic Pain in Human DRG",RePORTER_API_code
3R01NS113257-01S1,3R01NS113257-01S1,Isolation of GPR160 for biochemical analysis of the activation mechanism and development of a high throughput screening assay to identify small molecule inhibitors,RePORTER_API_code
3R21DA041489-02S1,3R21DA041489-02S1,IMPROVING ACCESS TO PHARMACOTHERAPY FOR OPIOID USE DISORDER AMONG JUSTICE INVOLVED VETERANS,RePORTER_API_code
3R21DA044443-02S1,3R21DA044443-02S1,DAT-OPTIMIZING THE IMPACT OF MEDICATION ASSISTED TREATMENT INTERVENTIONS IN PRISON AND JAIL SETTINGS,RePORTER_API_code
3R21DA045092-01A1S1,3R21DA045092-01A1S1,EVALUATING COGNITIVE AND DEVELOPMENTAL RISK FACTORS FOR OPIOID MISUSE AMONG ADOLESCENT CANNABIS USERS,RePORTER_API_code
3R21MD011767-02S1,3R21MD011767-02S1,SUPPLEMENT TO OPIOID PRESCRIBING DISPARITIES IN A PUBLIC HEALTH CRISIS,RePORTER_API_code
3R33AT010606-03S1,3R33AT010606-03S1,Adapting the HOPE Online Support Intervention to Increase MAT Uptake Among OUD Patients,RePORTER_API_code
3R34AA025480-02S1,3R34AA025480-02S1,IMPLEMENTING MEDICATION-ASSISTED THERAPY FOR SUBSTANCE USE DISORDERS IN MENTAL HEALTH,RePORTER_API_manual
3R35NS105092-03S1,3R35NS105092-03S1,The biophysics of skin-neuron sensory tactile organs and their sensitivity to mechanical and chemical stress,RePORTER_API_code
3R37DA020686-13S1,3R37DA020686-13S1,Role for Tas2Rs in opioid addiction,RePORTER_API_code
3R37DA047926-02S1,3R37DA047926-02S1,"Social networks of young American Indian adolescents and their parents:Characteristics, connections, and response to intervention",RePORTER_API_code
3R42HD088325-02A1S1,HD088325-02A1S1,Mobile Augmented Screening Tool to Increase Adolescent HIV Testing and Linkage to Care,RePORTER_API_manual
3R42TR001270-03S1,3R42TR001270-03S1,PERIPHERAL NERVE-ON-A-CHIP FOR PREDICTIVE PRECLINICAL PHARMACEUTICAL TESTING,RePORTER_API_manual
3R44DA044053-02S1,3R44DA044053-02S1,DEVELOPMENT AND EVALUATION OF VIDEO-BASED DIRECTLY OBSERVED THERAPY FOR OFFICE-BASED TREATMENT OF OPIOID USE DISORDERS WITH BUPRENORPHINE,RePORTER_API_code
3R44DA044053-03S1,3R44DA044053-03S1,DEVELOPMENT AND EVALUATION OF VIDEO-BASED DIRECTLY OBSERVED THERAPY FOR OFFICE-BASED TREATMENT OF OPIOID USE DISORDERS WITH BUPRENORPHINE,RePORTER_API_code
3R44DA044083-03S1,3R44DA044083-03S1,CLINICAL DATA INTELLIGENCE &amp; ADVANCED ANALYTICS TO REDUCE DRUG DIVERSION ACROSS THE CARE DELIVERY CYCLE AND DRUG SUPPLY CHAIN IN HEALTH SYSTEMS,RePORTER_API_code
3R44TR001326-03S1,3R44TR001326-03S1,Automation and validation of human on a chip systems for drug discovery,RePORTER_API_code
3R61AT010604-01S1,3R61AT010604-01S1,"Behavioral Economics based stigma reduction intervention for low income, African American individuals with OUD",RePORTER_API_code
3R61AT010799-01S2,3R61AT010799-01S2,"Understanding How Peers Can Shift Stigma to Retain Low-Income, Minority Individuals in Opioid Treatment",RePORTER_API_code
3R61AT010800-02S1,3R61AT010800-02S1,OUD Stigma Mechanisms in the Context of Buprenorphine Treatment,RePORTER_API_code
3R61AT010806-01S1,3R61AT010806-01S1,Enhancing Exercise and Psychotherapy to Treat Comorbid Addiction,RePORTER_API_code
3R61DA049382-02S2,R61DA049382,The moderation effect of social support networks on the relationship between opioid use and suicide attempts among Native American youth in New Mexico,RePORTER_API_code
3S06GM123552-02S1,3S06GM123552-02S1,NATIVE TRANSFORMATIONS OPIATE PROJECT,RePORTER_API_code
3S06GM128073-02S1,3S06GM128073-02S1,Native American Research Centers For Health (NARCH X),RePORTER_API_code
3U01AA021691-08S1,3U01AA021691-08S1,NATIONAL CONSORTIUM ON ALCOHOL AND NEURODEVELOPMENT IN ADOLESCENCE: OHSU,RePORTER_API_code
3U01DA036221-05S3,3U01DA036221-05S3,"TRIALS COORDINATING CENTER TO REDUCE SUBSTANCE USE, HIV RISK BEHAVIORS, &amp; CRIME",RePORTER_API_code
3U01DA036221-05S4,3U01DA036221-05S4,"TRIALS COORDINATING CENTER TO REDUCE SUBSTANCE USE, HIV RISK BEHAVIORS, &amp; CRIME",RePORTER_API_code
3U01DA040213-05S1,3U01DA040213-05S1,Primary care prevention of stimulant diversion by high school students with ADHD,RePORTER_API_code
3U01DE025633-03S1,3U01DE025633-03S1,INVESTIGATION AND MODULATION OF THE MU-OPIOID MECHANISM IN CHRONIC TMD (IN VIVO),RePORTER_API_code
3U01DE027441-02S1,3U01DE027441-02S1,DE-IMPLEMENTING OPIOID USE AND IMPLEMENTING OPTIMAL PAIN MANAGEMENT FOLLOWING DENTAL EXTRACTIONS,RePORTER_API_code
3U01DK123787-01S1,3U01DK123787-01S1,University of Illinois at Chicago Hemodialysis Opioid Prescription Effort (HOPE) Clinical  Center,RePORTER_API_code
3U01DK123812-01S1,3U01DK123812-01S1,Creating a multi-level intervention to reduce stigma for buprenorphine use for individuals with End Stage Kidney Disease and Chronic Pain,RePORTER_API_code
3U01HL117664-05S2,3U01HL117664-05S2,CANNABINOID-BASED THERAPY AND APPROACHES TO QUANTIFY PAIN IN SICKLE CELL DISEASE,RePORTER_API_code
3U01MH114087-02S1,MH114087-02S1,Patient perspectives on clinical approaches to prevent opioid related suicide attempts,RePORTER_API_code
3U01MH114087-02S2,3U01MH114087-02S2,EVALUATING THE IMPACT OF CHANGES IN OPIOID PRESCRIBING ACROSS HEALTH SYSTEMS IMPLEMENTING ZERO SUICIDE,RePORTER_API_code
3U10HD036801-21S1,3U10HD036801-21S1,MFMU HEAL Initiative Opportunity: Opioid Prescription Protocols at Discharge after cesarean delivery,RePORTER_API_code
3U19AR076725-01S1,3U19AR076725-01S1,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",RePORTER_API_code
3U19AR076725-01S2,3U19AR076725-01S2,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",RePORTER_API_code
3U19AR076725-01S3,3 U19 AR076725-01S3,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",RePORTER_API_code
3U19AR076734-01S1,3U19AR076734-01S1,University of Michigan BACPAC Mechanistic Research Center,RePORTER_API_code
3U19AR076734-01S3,3U19AR076734-01S3,University of Michigan BACPAC Mechanistic Research Center,RePORTER_API_code
3U19AR076734-01S4,3-U19-AR076734-01S4,University of Michigan BACPAC Mechanistic Research Center,RePORTER_manual
3U19AR076737-01S1,3U19AR076737-01S1,UCSF Core Center for Patient-centric Mechanistic Phenotyping in Chronic Low Back Pain,RePORTER_API_code
3U19AR076737-01S2,3U19AR076737-01S2,REACH Participant Diversity Program,RePORTER_API_code
3U19MH113135-04S1,3U19MH113135-04S1,Social Connectedness and Behavioral Health Risks Among AI/AN Urban Adults,RePORTER_API_code
3U19MH113136-02S2,3U19MH113136-02S2,UNDERSTANDING THE INTERSECTION BETWEEN OPIOIDS AND SUICIDE THROUGH THE SOUTHWEST HUB,RePORTER_API_code
3U19MH121738-02S2,3U19MH121738-02S2,Buprenorphine Effect on Suicidal Behavior,RePORTER_API_code
3U19TW007401-14S1,3U19TW007401-14S1,"EXPLORATION, CONSERVATION, &amp; DEVELOPMENT OF MARINE BIODIVERSITY IN FIJI AND THE SOLOMON ISLANDS",RePORTER_API_code
3U19TW008163-10S1,3U19TW008163-10S1,DIVERSE DRUG LEAD COMPOUNDS FROM BACTERIAL SYMBIONTS IN PHILIPPINE MOLLUSKS,RePORTER_API_code
3U19TW009872-05S1,3U19TW009872-05S1,NOVEL THERAPEUTIC AGENTS FROM THE BACTERIAL SYMBIONTS OF BRAZILIAN INVERTEBRATES,RePORTER_API_code
3U24AR076730-01S1,3-U24-AR076730-01S1,"Back Pain Consortium (BACPAC) Research Program Data Integration, Algorithm Development and Operations Management Center",RePORTER_API_code
3U24AT009769-02S1,3U24AT009769-02S1,PAIN MANAGEMENT COLLABORATORY COORDINATING CENTER (PMC3),RePORTER_API_code
3U24DK116214-02S1,3U24DK116214-02S1,ILLUMINATING DRUGGABLE DARK MATTER,RePORTER_API_code
3U24HD095254-03S1,3U24HD095254-03S1,DATA COORDINATING CENTER FOR THE NICHD NEONATAL RESEARCH NETWORK (U24),RePORTER_API_code
3U24NS112873-03S2,3U24NS112873-03S2,Clinical Coordinating Center for the Acute to Chronic Pain Signatures Program: Administrative Supplement,RePORTER_API_code
3U24NS113784-01S1,U24NS113784-01S1,University of Rochester Hub and Spokes for the EPPIC Network - Specialized Clinical Center,RePORTER_API_code
3U24NS113844-02S1,3 U24 NS113844-02S1,EPPIC-NET DCC,RePORTER_manual
3U24NS113844-03S1,3U24NS113844-03S1,EPPIC-NET DCC,RePORTER_API_code
3U24NS113849-01S1,3U24NS113849-01S1,The Icahn School of Medicine at Mount Sinai (ISMMS) EPPIC-Net Specialized Clinical Center,RePORTER_API_code
3U24NS113850-03S1,U24NS113850-03S1,Clinical Coordinating Center for the Health Initiative in Early Phase Pain Investigation Clinical Network - Murray Supplement,RePORTER_manual
3U24NS114416-01S1,3-U24-NS114416-01S1,"Administrative Supplement to Support Strategies to Increase Participant Diversity, Inclusion and Engagement in EPPIC NET",RePORTER_API_code
3U24NS115678-01S1,3-U24-NS115678-01S1,Increasing Diversity and Community Engagement in EPPIC-Net Research at the University of Washington,RePORTER_API_code
3U24NS115691-01S1,3 U24 NS115691-01S1,UPENN HEAL - Pain Clinical Trial Network Specialized Clinical Center,RePORTER_API_manual
3U24TR001579-04S1,3U24TR001579-04S1,TIN Supplement,RePORTER_API_manual
3U24TR001597-04S1,3U24TR001597-04S1,TIN Supplement,RePORTER_API_manual
3U24TR001608-04S1,3U24TR001608-04S1,TIN Supplement,RePORTER_API_manual
3U24TR001609-04S1,3U24TR001609-04S1,TIN Supplement,RePORTER_API_code
3U2CDA050097-03S1,3 U2C DA050097-03S1,JCOIN Coordination and Translation Center,RePORTER_API_code
3U2COD023375-05S1,3U2COD023375-05S1,ECHO ADMINISTRATIVE SUPPLEMENT - NEONATAL OPIOID TRIALS,RePORTER_API_code
3U44NS115111-02S1,3 U44 NS115111-01,"High-Resolution, Spinal Cord Stimulation for Non-Opioid Treatment of Neuropathic Pain",RePORTER_API_manual
3U44NS115111-03S1,3U44NS115111-03S1,"High-Resolution, Spinal Cord Stimulation for Non-Opioid Treatment of Neuropathic Pain",RePORTER_API_code
3U44NS115692-01S1,3U44NS115692-01S1,Development and Optimization of MNK Inhibitors for the Treatment of Neuropathic Pain,RePORTER_API_code
3U54DA038999-05S1,3U54DA038999-05S1,MEDICATION DEVELOPMENT CENTER FOR COCAINE USE DISORDER,RePORTER_API_code
3U54EB020404-05S1,3U54EB020404-05S1,CENTER OF EXCELLENCE FOR MOBILE SENSOR DATA-TO-KNOWLEDGE (MD2K) - OVERALL,RePORTER_API_code
3U54GM104942-03S1,3U54GM104942-03S1,WEST VIRGINIA CLINICAL AND TRANSLATIONAL SCIENCE INSTITUTE: IMPROVING HEALTH THROUGH PARTNERSHIPS AND TRANSFORMATIVE RESEARCH,RePORTER_API_manual
3UF1MH121954-01S1,3UF1MH121954-01S1,Improving Access and Treatment for Co-occurring Opioid Use Disorders and Mental Illness,RePORTER_API_code
3UG1CA189824-06S1,UG1-CA-189824-06S1,Implementing and Evaluating mHealth Pain Coping Skills Training Interventions to Improve Self-Management of Chronic Pain in Cancer Survivors in ???Real World??? Clinical Practice Setting,RePORTER_API_code
3UG1CA189824-07S2,3UG1CA189824-07S2,Wake Forest NCORP Research Base,RePORTER_API_code
3UG1CA189824-08S1,3UG1CA189824-08S1,Wake Forest NCORP Research Base,RePORTER_API_code
3UG1CA189824-08S2,3UG1CA189824-08S2,Developing and Implementing a Culturally Appropriate Non-Opioid Pain Coping Skills Training Intervention for Spanish-Speaking Hispanic/Latinx Patients with Cancer Pain,RePORTER_API_code
3UG1DA013034-19S3,3UG1DA013034-19S3,"DC Research Infrastructure Building &amp; Initiative to Reach, Engage, and Retain in MOUD Patients with OUD",RePORTER_API_code
3UG1DA013034-20S2,3UG1DA013034-20S2,"DC Research Infrastructure Building &amp; Initiative to Reach, Engage, and Retain in MOUD Patients with OUD",RePORTER_API_manual
3UG1DA013035-17S7,3UG1DA013035-17S7,"Optimizing Retention, Duration and Discontinuation Strategies for Opioid Use Disorder Pharmacotherapy",RePORTER_API_code
3UG1DA013035-17S8,3UG1DA013035-17S8,Emergency Department-INitiated bupreNOrphine and VAlidaTIOn Network Trial (ED-INNOVATION),RePORTER_API_code
3UG1DA013035-17S9,3UG1DA013035-17S9,Subthreshold Opioid Use Disorder Prevention (STOP); which will test the efficacy of a primary care Subthreshold Opioid Use Disorder Prevention (STOP),RePORTER_API_code
3UG1DA013035-18S2,3UG1DA013035-18S2,Rural Expansion of Medication Treatment for Opioid Use Disorder,RePORTER_API_code
3UG1DA013035-18S3,3UG1DA013035-18S3,Emergency Department-INitiated bupreNOrphine and VAlidaTIOn Network Trial (ED-INNOVATION),RePORTER_API_code
3UG1DA013035-18S4,3UG1DA013035-18S4,Ancillary Study of the Adoption and Sustainability of ED-Initiated Buprenorphine,RePORTER_API_manual
3UG1DA013035-18S5,3UG1DA013035-18S5,"Optimizing Retention, Duration and Discontinuation Strategies for Opioid Use Disorder Pharmacotherapy",RePORTER_API_code
3UG1DA013035-18S5,3UG1DA013035-18S5,Individual Level Predictive Modeling of Opioid Use Disorder Treatment Outcome,RePORTER_API_code
3UG1DA013035-18S6,3UG1DA013035-18S6,Subthreshold Opioid Use Disorder Prevention (STOP) Trial,RePORTER_API_code
3UG1DA013035-18S6,3UG1DA013035-18S6,Culturally Centered Medication for OUD (MOUD) Implementation Facilitation for Primary Care and Addiction Treatment Programs Serving American Indian/Alaska Natives,RePORTER_API_code
3UG1DA013714-17S3,3UG1DA013714-17S3,Preventing and Identifying Opioid Use Disorder (OUD) Using the Six Building Blocks (6BBs) for Improving Opioid Prescription Management,RePORTER_API_code
3UG1DA013714-17S5,3UG1DA013714-17S5,Culturally Centered Medication for OUD (MOUD) Implementation Facilitation for Primary Care and Addiction Treatment Programs Serving American Indian/Alaska Natives,RePORTER_API_code
3UG1DA013714-18S3,DA013714-17S3,Rural Expansion of Medication Treatment for Opioid Use Disorder (CTN-0102),RePORTER_API_code
3UG1DA013714-18S4,3UG1DA013714-18S4,CLINICAL TRIALS NETWORK: PACIFIC NORTHWEST NODE,RePORTER_API_code
3UG1DA013714-18S5,DA013714-17S5,Derivation and Validation of New Measurement-Based Care Tools Derived from the Brief Addiction Monitor (BAM),RePORTER_API_code
3UG1DA013720-19S3,3UG1DA013720-19S3,Individual Level Predictive Modeling of Opioid Use Disorder Treatment Outcome,RePORTER_API_code
3UG1DA013720-20S2,3UG1DA013720-20S2,Medication treatment for Opioid-dependent expecting Mothers (MOMs): A Pragmatic Randomized Trial Comparing Extended-Release and Daily Buprenorphine Formulations (CTN-0080),RePORTER_API_code
3UG1DA013720-20S3,3UG1DA013720-20S3,Individual Level Predictive Modeling of Opioid Use Disorder Treatment Outcome,RePORTER_API_code
3UG1DA013727-19S1,3UG1DA013727-19S1,Integrating Nurse Practitioner Buprenorphine Wavier Training into Graduate Nursing Curriculum,RePORTER_API_code
3UG1DA013727-20S1,DA013727-19S1,CTN Workforce Development Program,RePORTER_API_code
